ATL_OR_DR,CAMPAIGN_TYPE,CHANNEL,COST,HOLIDAY_FLAG,LAG_3_HOLIDAY_FLAG,LEAD_3_HOLIDAY_FLAG,SEASON,CHANNEL_ATL_OR_DR,CHANNEL_CAMPAIGN_TYPE,COST_PER_FREE_TRIALS,COST_BY_FREE_TRIALS,LOG_COST,LOG_FREE_TRIALS,LOG_COST_PER_FREE_TRIALS,LOG_COST_BY_FREE_TRIALS
ATL - Above The Line,Title,ooh,606.44,False,True,False,Winter,ooh_ATL - Above The Line,ooh_Title,0.0352424853146625,10435401.2016,6.4092534049049785,9.75316686225968,0.0346356846049871,16.160714641267667
ATL - Above The Line,Brand,radio,1637.02,False,False,False,Winter,radio_ATL - Above The Line,radio_Brand,0.2041798357102053,13124873.3308,7.401243474350683,8.989511639400598,0.185798700940569,16.390019791599933
ATL - Above The Line,Title,olv,3362.04,False,False,False,Fall,olv_ATL - Above The Line,olv_Title,0.3215659943702709,35150834.2284,8.12060060581167,9.254951339264576,0.278817392801503,17.375158937770788
ATL - Above The Line,Brand,digital audio,1690.14,False,False,False,Fall,digital audio_ATL - Above The Line,digital audio_Brand,0.1521843853745811,18770475.1218,7.433158136719356,9.31531911476802,0.141659606214753,16.747795774346464
ATL - Above The Line,Title,ctv,16209.06,False,False,True,Fall,ctv_ATL - Above The Line,ctv_Title,0.5838184662296719,450026234.6622,9.693387316141749,10.231526831510957,0.4598386821716342,19.92481644050073
ATL - Above The Line,Brand,bvod,4702.41,False,False,False,Winter,bvod_ATL - Above The Line,bvod_Brand,0.1408244911429357,157022827.6959,8.456043056542,10.416101276697333,0.1317512388406283,18.87190175844857
ATL - Above The Line,Brand,radio,16349.93,False,False,False,Winter,radio_ATL - Above The Line,radio_Brand,0.6884175255431364,388311164.4986,9.702040055441698,10.075380755908997,0.5237917148433944,19.77731754911362
ATL - Above The Line,Title,ooh,1800.3,False,False,False,Spring,ooh_ATL - Above The Line,ooh_Title,0.0679218033402903,47717815.644,7.496263905429513,10.185144510384028,0.0657145200112757,17.680815400668642
ATL - Above The Line,Title,bvod,34746.81,False,True,False,Winter,bvod_ATL - Above The Line,bvod_Title,3.6156516418646607,333920666.2491,10.45587182742426,9.170674999976807,1.5294530588243285,19.62641399952158
ATL - Above The Line,Title,cinema,2351.42,False,False,False,Spring,cinema_ATL - Above The Line,cinema_Title,0.0635660138549699,86983211.3276,7.763199864505109,10.518478037449889,0.0616274259978256,18.28122569624762
DR - Direct Response,Brand,app,550.19,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.0055247109791618,54791832.050900005,6.3120795772997536,11.508798058936588,0.0055095057407841,17.819051708894
ATL - Above The Line,Brand,display,161683.74,False,False,False,Spring,display_ATL - Above The Line,display_Brand,6.90494938637141,3785926632.8562,11.99340366881748,10.061201732690355,2.0674890679048734,22.054556511272192
DR - Direct Response,Title,ott,117.82,False,False,True,Winter,ott_DR - Direct Response,ott_Title,0.0051310347470607,2705409.9386,4.777609742927595,10.041649519981586,0.0051179158448325,14.810764376875897
DR - Direct Response,Title,app,837.02,False,False,False,Fall,app_DR - Direct Response,app_Title,0.0279359963901013,25078843.4612,6.731041966545735,10.307720568597189,0.027552904773806,17.037535198552717
DR - Direct Response,Title,ott,1024.01,False,True,False,Fall,ott_DR - Direct Response,ott_Title,0.0121005184028889,86657153.45300001,6.93245764762248,11.346000371987278,0.0120278924177932,18.27747013797649
DR - Direct Response,Brand,app,293852.88,False,False,True,Fall,app_DR - Direct Response,app_Brand,26.148635986257084,3302256956.3352003,12.590837915969278,9.32712646640732,3.301326805201011,21.917871998112936
DR - Direct Response,Brand,ott,82843.3,False,True,False,Fall,ott_DR - Direct Response,ott_Brand,0.7012293625305348,9787114917.897,11.324718221453548,11.679634867160292,0.5313511441417222,23.004332553315333
DR - Direct Response,Title,app,47092.03,False,False,False,Winter,app_DR - Direct Response,app_Title,1.1195631966062225,1980825465.0058,10.75988028603908,10.646944218702428,0.7512100281182132,21.406779496796485
DR - Direct Response,Title,paid social,1748.37,False,False,False,Summer,paid social_DR - Direct Response,paid social_Title,0.0616202122275433,49607061.4884,7.467011002102003,10.253239789738837,0.0597962432550877,17.719643770437855
DR - Direct Response,Title,ott,253366.19,False,False,False,Winter,ott_DR - Direct Response,ott_Title,2.721774924295233,23585501380.7721,12.442595059401585,11.44131764176095,1.314200684681532,23.88389801195878
DR - Direct Response,Title,paid social,6174.41,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.7329555234514761,52013168.0959,8.728330556053145,9.038957568276238,0.5498283459214278,17.767007496327096
ATL - Above The Line,Brand,youtube,18532.25,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Brand,0.3982092001156879,862472012.105,9.827321695157575,10.74806700711833,0.3351922750452684,20.57531325776941
DR - Direct Response,Title,paid social,4392.44,False,False,False,Winter,paid social_DR - Direct Response,paid social_Title,0.1034781379570297,186450293.12,8.387867798304578,10.65605863433599,0.0984671349706272,19.043675242061717
ATL - Above The Line,Title,paid social,2904.44,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.2692302700979056,31332924.4536,7.974340120811487,9.286276814316116,0.2384106301887252,17.26018003404314
ATL - Above The Line,Title,youtube,2015.9,False,False,False,Winter,youtube_ATL - Above The Line,youtube_Title,0.0460681531695821,88213929.37200001,7.609316958143101,10.686477265247756,0.045038519514036,18.29527544923132
DR - Direct Response,Title,app,2175.21,False,False,False,Summer,app_DR - Direct Response,app_Title,0.0593851892075176,79675397.30430001,7.685340110672239,10.50861821475745,0.0576887296714142,18.193471417367824
DR - Direct Response,Title,ott,9524.53,False,True,False,Winter,ott_DR - Direct Response,ott_Title,0.4133175086030698,219484221.773,9.161730841491504,10.045208444481275,0.3459397837699617,19.20679090986881
DR - Direct Response,Title,paid social,6161.58,False,False,True,Winter,paid social_DR - Direct Response,paid social_Title,0.094066936500337,403596306.0864,8.726250800011105,11.089852443418565,0.0899018872289141,19.81592569646728
DR - Direct Response,Title,paid social,3000.33,False,False,False,Fall,paid social_DR - Direct Response,paid social_Title,0.193109951148556,46615827.177,8.006810802740393,9.651037479654928,0.1765633024469791,17.657450701874968
DR - Direct Response,Brand,ott,48436.55,False,False,False,Spring,ott_DR - Direct Response,ott_Brand,1.3396949404659009,1751219105.9605002,10.788030618353234,10.495595699701797,0.8500205535487874,21.283578014894868
ATL - Above The Line,Title,paid social,7971.62,False,False,True,Winter,paid social_ATL - Above The Line,paid social_Title,0.5356583933110737,118632931.3942,8.983768450511294,9.607968853782964,0.4289592098027881,18.591544682156695
DR - Direct Response,Title,youtube,11600.69,False,True,False,Winter,youtube_DR - Direct Response,youtube_Title,0.2541050863555437,529607692.6528001,9.358906056137922,10.728849133867412,0.2264222396211141,20.087647089771583
ATL - Above The Line,Brand,display,25174.3,False,False,False,Spring,display_ATL - Above The Line,display_Brand,1.1246796193451167,563489699.2789999,10.133618634099674,10.016125374251828,0.7536210236428343,20.149659613156384
DR - Direct Response,Brand,display,2824.79,False,False,False,Winter,display_DR - Direct Response,display_Brand,0.4489537408176174,17773409.192599997,7.946543250504581,8.747183649078176,0.3708417379273596,16.693214089012177
DR - Direct Response,Brand,paid social,4622.01,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,1.0208160326519071,20927351.9976,8.438801287083441,8.418203450321672,0.7035014063969022,16.856567617126608
DR - Direct Response,Brand,ott,18825.06,False,False,False,Spring,ott_DR - Direct Response,ott_Brand,0.3094644531275044,1145148919.1154,9.842997359183782,11.015872724771542,0.2696182392191836,20.858800526731542
DR - Direct Response,Title,youtube,46857.86,False,False,False,Spring,youtube_DR - Direct Response,youtube_Title,5.781644722311678,379763743.5774,10.754895383980973,9.000309226091632,1.9142196569452152,19.755059892537385
DR - Direct Response,Title,display,1846.06,False,False,False,Winter,display_DR - Direct Response,display_Title,0.0505976828330053,67353628.3242,7.521350464782601,10.504685822890425,0.0493592239699057,18.025467346884728
DR - Direct Response,Title,app,5141.92,False,False,False,Winter,app_DR - Direct Response,app_Title,0.1765109133294588,149788705.9088,8.545376290530465,10.27958872941416,0.1625532052403949,18.82473623841387
ATL - Above The Line,Brand,youtube,65719.37,False,False,False,Fall,youtube_ATL - Above The Line,youtube_Brand,3.449900890515516,1251930339.5268,11.093164202080578,9.854855975791043,1.4928818241358626,20.947952469519567
DR - Direct Response,Brand,display,68.67,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.0003499750986117,13474012.6332,4.243769809042028,12.186966071932405,0.0003499138716117,16.416273472317577
ATL - Above The Line,Brand,paid social,913.97,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Brand,0.0276853556018945,30172672.257200003,6.8188912778527735,10.40467972323788,0.0273090458654462,17.222447213679924
DR - Direct Response,Brand,youtube,44763.67,False,False,False,Spring,youtube_DR - Direct Response,youtube_Brand,0.7609556043627265,2633249745.952,10.709174491210414,10.982349412545686,0.565856618726505,21.691484565583703
DR - Direct Response,Brand,paid social,22818.81,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.6220306844493488,837093897.1877999,10.035384297351609,10.51013358955158,0.4836788731772615,20.545446806376383
ATL - Above The Line,Brand,youtube,8154.38,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Brand,0.373105106506615,178217644.37100002,9.006433111149144,9.99225135147042,0.3170746763005757,18.998516088138103
DR - Direct Response,Brand,paid social,1413.12,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.0522488772806565,38219158.73279999,7.254262708485054,10.205329154030911,0.0509296616978207,17.458847511521643
DR - Direct Response,Title,display,646.51,False,False,False,Spring,display_DR - Direct Response,display_Title,0.0054303258808688,76970551.9097,6.473134237469879,11.68735319735133,0.0054156348221088,18.158933476928897
DR - Direct Response,Title,youtube,1092.39,False,False,True,Fall,youtube_DR - Direct Response,youtube_Title,0.0133041963407522,89694700.9452,6.997038240635282,11.315811193484182,0.0132164727255279,18.311922261128597
ATL - Above The Line,Brand,paid social,51920.81,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Brand,0.2658587901186663,10139858493.4989,10.857494212095446,12.182270048008863,0.2357507773102878,23.03973987983445
DR - Direct Response,Brand,ott,1021.4,False,False,False,Fall,ott_DR - Direct Response,ott_Brand,0.0296642227227249,35168895.870000005,6.92990808362327,10.446772137944972,0.0292327517362771,17.37567263830571
ATL - Above The Line,Title,paid social,3813.7,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Title,0.3333633448047083,43628994.959,8.246617303667138,9.344964792028524,0.2877045808019973,17.59123253220607
ATL - Above The Line,Title,youtube,814.7,False,False,True,Summer,youtube_ATL - Above The Line,youtube_Title,0.0459692417416739,14438699.984,6.704046640306535,9.782659134406284,0.0449439596096839,16.485422727825565
ATL - Above The Line,Title,youtube,14537.86,False,False,False,Spring,youtube_ATL - Above The Line,youtube_Title,1.7356918657613634,121766643.9238,9.584580343612076,9.033224840286676,1.0063843712547076,18.61761702453565
DR - Direct Response,Title,app,1200.95,False,False,False,Fall,app_DR - Direct Response,app_Title,0.0201831143489094,71459779.5745,7.091700516892189,10.993793942531031,0.0199821350551777,18.08464533994889
ATL - Above The Line,Brand,display,2662.78,False,False,False,Fall,display_ATL - Above The Line,display_Brand,0.173836122252862,40787824.9728,7.887501445667568,9.636833500070988,0.1602771224399881,17.523894211829713
ATL - Above The Line,Title,youtube,172.62,False,True,False,Winter,youtube_ATL - Above The Line,youtube_Title,0.0005290154655044,56326641.361200005,5.156869002963662,12.69558860258633,0.0005288755861531,17.846678202511715
DR - Direct Response,Brand,paid social,3220.0,False,False,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.2070089901047131,50086713.6,8.0774471493312,9.652193981180572,0.1881453903931349,17.729266353244572
DR - Direct Response,Title,paid social,290.43,False,True,False,Fall,paid social_DR - Direct Response,paid social_Title,0.0187838214531251,4490544.4353,5.674799839731719,9.646186597853466,0.0186095839942545,15.317484730135709
DR - Direct Response,Brand,ott,141919.32,False,False,False,Winter,ott_DR - Direct Response,ott_Brand,0.9626770908344996,20921961871.7664,11.863021052332297,11.901058028614273,0.674309403971178,23.764065251515035
DR - Direct Response,Brand,display,76.88,False,False,False,Spring,display_DR - Direct Response,display_Brand,0.0093692226884355,630845.7592,4.355169180503999,9.012692769028323,0.0093256037601802,13.354818258146844
DR - Direct Response,Brand,youtube,749.16,False,False,False,Fall,youtube_DR - Direct Response,youtube_Brand,0.008690783912978,64578835.6056,6.62028651711137,11.364456314644348,0.0086532364382996,17.983397308353567
DR - Direct Response,Brand,app,3272.9,False,False,False,Fall,app_DR - Direct Response,app_Brand,0.2139941965459117,50056845.386,8.093737213787154,9.635303485824693,0.1939159121859393,17.72866984529955
DR - Direct Response,Title,youtube,1642.89,True,False,False,Spring,youtube_DR - Direct Response,youtube_Title,0.2248169049547873,12005714.3952,7.404820663401884,8.896817961882872,0.202791367482602,16.300893377298895
DR - Direct Response,Title,youtube,432.8,False,False,False,Summer,youtube_DR - Direct Response,youtube_Title,0.0028370692995473,66024414.712000005,6.072583598392774,11.935265979063118,0.0028330524141035,18.00553516661191
DR - Direct Response,Brand,ott,563.52,False,False,False,Winter,ott_DR - Direct Response,ott_Brand,0.0080983575647903,39212246.1696,6.335975812545806,11.150311203868531,0.0080657418380527,17.484499683761207
ATL - Above The Line,Title,display,531.2,False,False,False,Winter,display_ATL - Above The Line,display_Title,0.007657627917128,36848674.68800001,6.277019358543589,11.147206028354448,0.0076284571092865,17.42233023804339
ATL - Above The Line,Title,youtube,1892.67,False,False,False,Summer,youtube_ATL - Above The Line,youtube_Title,0.0474798551724812,75446728.2153,7.546272024140944,10.593218654939456,0.0463871412903111,18.13893739187797
ATL - Above The Line,Launch,tv,107641.46,False,False,False,Summer,tv_ATL - Above The Line,tv_Launch,2.140905640127872,5412047917.3662,11.58657045853733,10.825352121678062,1.1445111787578768,22.411893401311502
ATL - Above The Line,Brand,partnership,3655.41,False,True,False,Winter,partnership_ATL - Above The Line,partnership_Brand,0.4562885867000866,29284147.4838,8.204237070706457,8.988718162833894,0.3758911352856068,17.19255692021116
ATL - Above The Line,Brand,partnership,26861.44,False,False,False,Spring,partnership_ATL - Above The Line,partnership_Brand,0.8711548084940499,828253430.7775999,10.198484307351247,10.3364150922784,0.6265557849134892,20.534829742543604
ATL - Above The Line,Brand,digital audio,7929.85,False,False,False,Spring,digital audio_ATL - Above The Line,digital audio_Brand,0.73014909871379,86122849.61150001,8.978515496778755,9.292987991610977,0.5482075890236646,18.27128533037129
ATL - Above The Line,Title,ctv,23714.26,False,False,False,Winter,ctv_ATL - Above The Line,ctv_Title,3.464231768208418,162335018.25959998,10.073874001776778,8.831487009353994,1.4960971431327716,18.905172777907577
ATL - Above The Line,Title,cinema,1833.04,False,False,False,Winter,cinema_ATL - Above The Line,cinema_Title,0.0208099987534708,161462558.5232,7.514276462829388,11.386064120888578,0.0205964285775323,18.89978384417265
ATL - Above The Line,Brand,partnership,33613.87,False,False,False,Summer,partnership_ATL - Above The Line,partnership_Brand,1.7909964967431702,630873515.6275,10.422723807574522,9.839975171403442,1.0263986993556795,20.262615951328097
ATL - Above The Line,Title,ooh,1131.49,False,True,False,Winter,ooh_ATL - Above The Line,ooh_Title,0.050767440890069,25218320.9879,7.032174027296129,10.011835551219312,0.049520793280747,17.04308135131129
ATL - Above The Line,Title,ctv,76465.04,False,False,False,Spring,ctv_ATL - Above The Line,ctv_Title,8.68595185896198,673144686.6319999,11.244601999683647,9.08299551748606,2.2706765738016386,20.32747085355417
ATL - Above The Line,Title,tv,46246.47,False,False,False,Spring,tv_ATL - Above The Line,tv_Title,1.6653973869450969,1284219612.8241,10.74176203874162,10.231712660602746,0.9803531598017488,20.97341706639253
ATL - Above The Line,Title,ctv,1361.71,False,False,False,Spring,ctv_ATL - Above The Line,ctv_Title,0.0230453406173472,80461128.993,7.217230643101199,10.986805137933455,0.0227838072164112,18.203284768545885
ATL - Above The Line,Brand,digital audio,1280.57,False,False,False,Summer,digital audio_ATL - Above The Line,digital audio_Brand,0.020999147289364,78091719.74,7.155841167800417,11.018350415789994,0.0207817040101563,18.17339460073992
ATL - Above The Line,Title,ooh,509.64,False,False,False,Summer,ooh_ATL - Above The Line,ooh_Title,0.0106996869705424,24274815.732,6.235664840947802,10.77126638152259,0.0106428503829302,17.00495002245302
ATL - Above The Line,Brand,radio,1019.28,False,False,False,Summer,radio_ATL - Above The Line,radio_Brand,0.0687481957712926,15112130.6784,6.927832378411316,9.604224006307245,0.0664880531001963,16.531008401624725
ATL - Above The Line,Title,ctv,343.24,False,False,False,Spring,ctv_ATL - Above The Line,ctv_Title,0.0238986459012193,4929722.7168,5.841339088530344,9.572433013651716,0.0236175431065194,15.410793503231467
ATL - Above The Line,Title,tv,6886.37,False,False,False,Winter,tv_ATL - Above The Line,tv_Title,0.1124863973258228,421580679.1246,8.8374445785099,11.02223868648262,0.1065975078606505,19.85952172901002
ATL - Above The Line,Brand,bvod,229.31,False,False,False,Winter,bvod_ATL - Above The Line,bvod_Brand,0.0036838693560578,14273871.0355,5.439426227507917,11.0388824885351,0.0036771005279007,16.473941293606774
ATL - Above The Line,Brand,print,9443.07,False,True,False,Winter,print_ATL - Above The Line,print_Brand,0.4070204581974166,219083756.6736,9.153142310291445,10.051971348723155,0.3414743183232143,19.204964669794048
ATL - Above The Line,Brand,digital audio,9867.3,False,True,False,Winter,digital audio_ATL - Above The Line,digital audio_Brand,0.5488065336415351,177409712.388,9.19708287848426,9.797046453258057,0.4374846560498307,18.99397238050089
ATL - Above The Line,Title,ctv,158.34,False,False,False,Fall,ctv_ATL - Above The Line,ctv_Title,0.001781262455422,14075160.8634,5.07104028395222,11.395188790739136,0.0017796778888613,16.459922231987846
ATL - Above The Line,Title,bvod,52090.75,False,False,False,Fall,bvod_ATL - Above The Line,bvod_Title,2.7110350914993697,1000889381.355,10.860761865874665,9.863464197351895,1.3113108381101115,20.72415482403527
ATL - Above The Line,Brand,ooh,8025.36,False,False,False,Fall,ooh_ATL - Above The Line,ooh_Brand,0.1377602780006447,467525211.6528,8.990486404044715,10.972619192575287,0.1290616614933628,19.96296383604693
ATL - Above The Line,Title,print,12289.58,False,False,False,Winter,print_ATL - Above The Line,print_Title,0.5113616457336876,295356090.619,9.41658839428624,10.0872268538552,0.4130109966341423,19.50369227659032
ATL - Above The Line,Title,partnership,807.45,False,False,False,Spring,partnership_ATL - Above The Line,partnership_Title,0.0837524673500738,7784552.7795,6.695118834185823,9.173874500758968,0.0804295257882917,15.867652043624195
ATL - Above The Line,Brand,ooh,9766.3,False,False,True,Fall,ooh_ATL - Above The Line,ooh_Brand,0.0703071795204054,1356626966.6999998,9.186795350650993,11.841581520391436,0.0679456909371152,21.028267285167068
ATL - Above The Line,Title,cinema,24256.76,False,True,False,Fall,cinema_ATL - Above The Line,cinema_Title,0.7800396374807335,754308342.0708,10.09649184517655,10.344893320813329,0.5766356323036631,20.44131178544253
ATL - Above The Line,Brand,olv,2657.91,False,False,False,Winter,olv_ATL - Above The Line,olv_Brand,0.1966613787776097,35922078.915599994,7.885671543359168,9.511641285585954,0.1795354949735206,17.396862703831026
ATL - Above The Line,Brand,tv,117806.69,False,False,False,Winter,tv_ATL - Above The Line,tv_Brand,17.24167711890081,804934236.5623,11.676808828204791,8.82961714353743,2.903708927727449,20.506271139576636
ATL - Above The Line,Brand,olv,3438.61,False,False,False,Winter,olv_ATL - Above The Line,olv_Brand,0.4548648544968471,25994619.3143,8.143113371847319,8.930709799034883,0.3749130128021942,17.073400163588264
ATL - Above The Line,Title,ctv,24895.17,False,False,False,Spring,ctv_ATL - Above The Line,ctv_Title,1.3126113167993063,472165279.5438,10.122469255360974,9.850463287198185,0.83837732624019,19.97283965289804
ATL - Above The Line,Title,ctv,5389.31,False,True,False,Summer,ctv_ATL - Above The Line,ctv_Title,0.0283492585561941,1024529873.2779,8.592358176163838,12.155332303499444,0.027954855009711,20.747499685079383
ATL - Above The Line,Title,partnership,9137.71,False,False,False,Fall,partnership_ATL - Above The Line,partnership_Title,0.5957931936063323,140145515.1555,9.120274516631731,9.63809194819692,0.4673709126907758,18.758191841880976
ATL - Above The Line,Brand,online display,155.48,False,False,False,Fall,online display_ATL - Above The Line,online display_Brand,0.0013205504592454,18306025.5144,5.052928206286508,11.67623221405664,0.0013196792993438,16.722740881325244
ATL - Above The Line,Title,online display,6204.6,False,False,False,Winter,online display_ATL - Above The Line,online display_Title,0.2565999656741818,150027538.23000002,8.733207389176663,10.093324547543594,0.2284096336702854,18.82632943007572
ATL - Above The Line,Title,cinema,842.72,False,False,False,Fall,cinema_ATL - Above The Line,cinema_Title,0.0999466299797193,7105562.224,6.73782068599907,9.039872284413216,0.0952616604270238,15.776388587870464
ATL - Above The Line,Launch,olv,689.19,False,False,False,Summer,olv_ATL - Above The Line,olv_Launch,0.0401837096189255,11820283.9062,6.5369669220049005,9.749868897825072,0.0393973414179424,16.285327673391162
ATL - Above The Line,Launch,paid social,73971.17,False,False,False,Summer,paid social_ATL - Above The Line,paid social_Launch,9.696965764235188,564272796.6876,11.211444220369,8.939748755474662,2.369960127817347,20.15104837636827
DR - Direct Response,Brand,paid social,2159.05,False,False,False,Spring,paid social_DR - Direct Response,paid social_Brand,0.184799383046269,25224634.5505,7.677886648558444,9.36599363664293,0.1695734632473705,17.04333167615111
DR - Direct Response,Title,ott,519.21,False,False,False,Winter,ott_DR - Direct Response,ott_Title,0.0457880965588156,5887535.0661,6.25423257620541,9.33612773183098,0.0447707605679075,15.588348143164906
ATL - Above The Line,Title,paid social,1660.78,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Title,0.4066124281723521,6783339.6554,7.4156445960158415,8.31518226491222,0.3411842804651117,15.729980260604334
ATL - Above The Line,Title,paid social,303.67,False,False,False,Spring,paid social_ATL - Above The Line,paid social_Title,0.0024155726841024,38175406.398200005,5.719229223645226,11.741768423761751,0.0024126598781928,17.457702080870572
DR - Direct Response,Brand,ott,42255.04,False,False,False,Spring,ott_DR - Direct Response,ott_Brand,1.2403488883396454,1439504982.9824,10.651502581147598,10.436115567442936,0.8066316074616526,21.08756513031159
DR - Direct Response,Brand,ott,904.67,False,False,False,Summer,ott_DR - Direct Response,ott_Brand,0.0653148421295062,12530502.7497,6.808675001281461,9.536178408244492,0.0632703818851926,16.343676529551743
DR - Direct Response,Title,app,8255.9,False,False,True,Fall,app_DR - Direct Response,app_Title,0.2397458477380535,284300585.195,9.018804493407917,10.44688829865926,0.2149063971078967,19.46554263850795
DR - Direct Response,Title,app,36720.42,False,False,False,Winter,app_DR - Direct Response,app_Title,3.0790791042598467,437919650.4276,10.511115515010689,9.386541570864823,1.40587125319956,19.897546007283545
ATL - Above The Line,Brand,display,1287.55,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.6805268526789253,2436031.7245,7.161272834151329,7.54591286857519,0.519107347037167,14.705881341424485
ATL - Above The Line,Brand,display,494.7,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.0148366662098001,16494816.729,6.205970905026528,10.414635224439053,0.0147276795543951,16.618556812507986
DR - Direct Response,Brand,ott,262486.35,False,False,True,Summer,ott_DR - Direct Response,ott_Brand,17.189383153921412,4008234810.951,12.477958169376429,9.633727909543298,2.900838080680782,22.11161678482901
DR - Direct Response,Brand,ott,17213.9,False,True,False,Winter,ott_DR - Direct Response,ott_Brand,4.343741483552532,68217308.58800001,9.753530566868154,8.284988713611515,1.6759260599804997,18.038208896885987
ATL - Above The Line,Brand,paid social,2243.13,False,False,False,Winter,paid social_ATL - Above The Line,paid social_Brand,0.3641498008899481,13817478.9183,7.716073197228392,8.725979772889694,0.3105313780903549,16.441445009335865
DR - Direct Response,Brand,paid social,787.06,False,False,False,Summer,paid social_DR - Direct Response,paid social_Brand,0.0054313052301621,114054249.8256,6.669574229091194,11.883887185163196,0.0054166088814654,18.55218477759677
DR - Direct Response,Brand,paid social,2585.1,False,True,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.0207885896689772,321462019.137,7.857906228344394,11.730878528981297,0.0205754557138011,19.58838996134173
DR - Direct Response,Brand,paid social,1719.19,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.0292961787281785,100887364.3052,7.450190028822957,10.979923759492197,0.0288752470477878,18.42951525751488
DR - Direct Response,Brand,ott,107838.94,False,False,False,Winter,ott_DR - Direct Response,ott_Brand,11.96958957356808,971565224.4254,11.588403369766157,9.106135854561511,2.5626073535383846,20.69441896341164
ATL - Above The Line,Title,paid social,347.64,False,False,False,Fall,paid social_ATL - Above The Line,paid social_Title,0.002773174743433,43579500.3132,5.85403987119631,11.738937936993056,0.0027693365886328,17.590097444395543
DR - Direct Response,Title,youtube,4050.54,False,True,False,Fall,youtube_DR - Direct Response,youtube_Title,0.0935779218814001,175328474.5134,8.306852334738629,10.675589387515831,0.0894548177466731,18.982171775452716
DR - Direct Response,Brand,display,3072.31,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.0577785885355301,163366551.0935,8.03051043566282,10.881340819189989,0.0561710379394258,18.91150701988618
DR - Direct Response,Brand,display,2569.22,False,False,False,Summer,display_DR - Direct Response,display_Brand,0.0595710049224762,110807118.61399998,7.851746777338368,10.671967133902418,0.0578641138685482,18.523301586657144
DR - Direct Response,Brand,paid social,2610.32,False,True,False,Winter,paid social_DR - Direct Response,paid social_Brand,0.4292512867737745,15873616.952,7.8676111195962015,8.713105310062025,0.3571507314755313,16.580169040811516
DR - Direct Response,Brand,ott,2575.44,False,True,False,Summer,ott_DR - Direct Response,ott_Brand,0.3107035055844692,21347976.6864,7.854163880091728,9.022812485738855,0.2705640202292949,16.876467571204024
DR - Direct Response,Brand,app,15354.89,False,False,False,Summer,app_DR - Direct Response,app_Brand,0.9291324908250912,253755679.8845,9.63925439277125,9.712753711488704,0.6570704152482788,19.35188247579184
ATL - Above The Line,Brand,ott,9533.01,False,False,False,Spring,ott_ATL - Above The Line,ott_Brand,0.1813207662368267,501201718.6239,9.162620684641922,10.870022438642714,0.1666331059567633,20.03251921199367
ATL - Above The Line,Title,ott,6764.41,False,False,False,Spring,ott_ATL - Above The Line,ott_Title,0.9797628376058968,46702366.0133,8.819578144829022,8.84001989260317,0.6829770585454473,17.659305406864295
DR - Direct Response,Title,youtube,5455.73,False,False,False,Summer,youtube_DR - Direct Response,youtube_Title,0.2362467983207287,125991082.3955,8.604604988227148,10.04734327784859,0.2120800141198669,18.65172169570929
DR - Direct Response,Brand,paid social,159.94,False,True,False,Fall,paid social_DR - Direct Response,paid social_Brand,0.0026195550752692,9765323.8298,5.081031624717987,11.019565917360204,0.0026161300209813,16.09434838644012
DR - Direct Response,Title,display,10197.6,False,True,False,Winter,display_DR - Direct Response,display_Title,0.1880174462254174,553092533.952,9.230005734950083,10.901146636106311,0.1722859062075546,20.131035878131826
DR - Direct Response,Brand,paid social,45469.0,False,False,False,Fall,paid social_DR - Direct Response,paid social_Brand,4.543042956529907,455076031.81,10.724808046819057,9.21128892196037,1.7125436200973208,19.93597506803165
ATL - Above The Line,Brand,youtube,596.69,False,False,False,Fall,youtube_ATL - Above The Line,youtube_Brand,0.0050718227009986,70199408.9876,6.393072224888842,11.675461234326212,0.0050590043316389,18.06685046422568
DR - Direct Response,Title,app,1979.83,False,False,False,Fall,app_DR - Direct Response,app_Title,0.2306276523001258,16995910.0299,7.591271227771386,9.057833507011336,0.2075243256553506,16.648483345436134
ATL - Above The Line,Brand,display,1076.46,False,False,False,Summer,display_ATL - Above The Line,display_Brand,0.0130559364268097,88753965.531,6.982361698318991,11.319957637212957,0.0129714423272584,18.30137867862813
