Feature,VIF
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_December,124743608342939.8
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_October,123623921672614.67
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_July,123397661486079.77
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_December,122208065888676.81
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_February,121497012918702.48
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ott_April,120039097641095.47
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_July,119090261498742.9
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_March,117031322398309.36
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_May,114251213339417.67
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_January,112910606972647.1
CAMPAIGN_TYPE_CHANNEL_Brand_tv,112684547201992.81
CHANNEL_MONTH_paid social_March,111942230079869.12
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_September,109859865340483.5
ATL_OR_DR_MONTH_ATL - Above The Line_November,108828450645066.22
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_May,106174824341086.34
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_December,105959330462529.56
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_April,104840757899797.61
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_March,101625277575862.05
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_November,101030153717380.6
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_June,100895067949558.73
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_May,100588049035889.84
CAMPAIGN_TYPE_CHANNEL_Brand_digital audio,99206190653737.61
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_February,98542471060791.52
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_November,97656264927268.92
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_July,97510610484332.12
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_August,97454407662221.9
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_November,96579832855914.58
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_May,94115603297091.72
CHANNEL_MONTH_display_November,94070123142140.08
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_February,93490296908232.53
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_May,93202177008551.19
CAMPAIGN_TYPE_CHANNEL_Brand_radio,93113012207254.62
CHANNEL_MONTH_display_December,90206163545802.28
CHANNEL_MONTH_paid social_January,89589379546806.98
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_December,89262536071981.19
CHANNEL_MONTH_youtube_October,87384838428224.33
SEASON_Spring,87279829174167.3
CHANNEL_MONTH_display_August,86079529187848.92
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_February,81798953472606.28
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_display_March,81223727530862.23
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_April,80682573249096.22
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_January,80532667010602.12
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_January,79600672608875.02
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_November,79425947021709.34
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_August,78900538401218.48
CHANNEL_MONTH_paid social_July,78268809717354.66
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_September,76910453911697.3
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_March,76231065315390.1
CAMPAIGN_TYPE_MONTH_Title_November,75934106339114.38
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_August,75570989243789.22
CAMPAIGN_TYPE_MONTH_Brand_December,75394410564483.12
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_November,71856974281389.66
CAMPAIGN_TYPE_CHANNEL_Title_ott,70900367050950.95
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_October,70233041236451.875
CHANNEL_MONTH_ott_May,68965345631965.15
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_May,68863686449536.625
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_September,66758921701632.24
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_June,65340783658934.67
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_app_April,64958016314045.32
CHANNEL_MONTH_paid social_April,62518910961256.2
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_May,62235309731688.69
CAMPAIGN_TYPE_CHANNEL_Title_display,61294662016610.56
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_August,60966029641871.516
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_March,56538447750749.27
AVG_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,56317150840416.08
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_February,53105189646047.51
CAMPAIGN_TYPE_CHANNEL_Title_digital audio,53012968975404.26
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_April,52760488945933.37
CHANNEL_bvod,52066111713417.05
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_March,50845897766568.37
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_December,50415868608541.43
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_digital audio_November,48907752115526.21
CAMPAIGN_TYPE_CHANNEL_Title_online display,47927010160954.555
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_April,47369759883970.414
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_May,44506497020118.79
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_June,43992347423192.375
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_December,42677453250696.73
CAMPAIGN_TYPE_CHANNEL_Title_ooh,41673137700783.47
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_April,39074729035628.86
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_September,38675147472684.914
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_November,38583702639211.61
MONTH_May,37864594514127.73
ATL_OR_DR_MONTH_DR - Direct Response_April,36110002173440.64
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_October,36014092177909.19
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_December,35622184851547.43
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_July,35275786680478.3
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_September,34776119688157.23
CAMPAIGN_TYPE_CHANNEL_Brand_youtube,33296708563863.21
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_April,32881241848297.863
CHANNEL_MONTH_youtube_July,32874164928923.035
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_August,31406598283601.77
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_April,29234546715624.332
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_March,29125587699055.96
CHANNEL_MONTH_youtube_April,29119467344414.348
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_tv_December,28535125203612.594
CHANNEL_MONTH_youtube_June,28302043928166.83
MEDIAN_FREE_TRIALS_BY_CHANNEL_MONTH,25301696697177.996
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_April,25224846129059.098
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_February,22573534281327.16
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_July,21285715892875.043
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_May,20709061527504.47
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_September,19724573042606.31
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_December,19187819033039.32
CHANNEL_partnership,18838133807209.57
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_March,18295367547985.36
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_January,18090320662262.133
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ott_May,17849709946099.3
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_August,17745231798753.74
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_display_April,17711502834040.59
MONTH_September,17637837200583.625
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_April,15108110356912.9
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_tv_March,13398321236779.17
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_April,13379223690644.729
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_April,13360162575737.713
CAMPAIGN_TYPE_CHANNEL_Title_ctv,11821504551960.34
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_tv_October,11653004742633.277
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_March,10723417328106.494
CHANNEL_MONTH_paid social_May,10446958910060.463
MONTH_January,9637104291673.537
CHANNEL_MONTH_youtube_September,9572817993622.73
CHANNEL_MONTH_display_May,8042095824011.775
CHANNEL_MONTH_paid social_December,7080842749918.558
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_February,3662010857275.756
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_September,3546396134361.262
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_November,3354011725633.2407
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_December,1881454223687.0198
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_February,1453869268385.4648
NORMALIZE_FREE_TRIAL_BY_MONTH,858.8074889198543
FREE_TRIALS_OVER_AVG_FREE_TRIALS_BY_ATL_OR_DR_MONTH,673.1231301597219
FREE_TRIALS_OVER_AVG_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,324.22488588804964
NORMALIZE_COST_PER_FREE_TRIALS_BY_MONTH,148.9617942116536
COST_PER_FREE_TRIALS_OVER_AVG_COST_PER_FREE_TRIALS_BY_ATL_OR_DR_MONTH,82.07083312451029
COST_PER_FREE_TRIALS_OVER_AVG_COST_PER_FREE_TRIALS_BY_CAMPAIGN_TYPE_MONTH,68.04714623642484
COST_PER_FREE_TRIALS,43.30660759246841
FREE_TRIALS_OVER_AVG_FREE_TRIALS_BY_CHANNEL_MONTH,39.46241105201563
NORMALIZE_COST_BY_FREE_TRIALS_BY_MONTH,33.7701311189987
COST_BY_FREE_TRIALS,33.09037086524687
COST_PER_FREE_TRIALS_OVER_AVG_COST_PER_FREE_TRIALS_BY_CHANNEL_MONTH,6.3457381740215535
LOG_COST_PER_FREE_TRIALS,4.316289044631639
LOG_COST_BY_FREE_TRIALS,1.9143249675843435
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_March,-545001336629.5975
MONTH_October,-1838051364592.2593
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_October,-3587470794747.8125
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_display_April,-5125352140669.961
MONTH_March,-5682295911595.555
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_October,-5777160058906.393
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_September,-7864336841104.403
CAMPAIGN_TYPE_CHANNEL_Launch_bvod,-8304142169308.78
MONTH_June,-8430314435428.046
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_August,-8582333434087.005
CHANNEL_MONTH_display_March,-8959234043038.215
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_August,-10129382911201.617
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_February,-11947179025089.008
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_June,-12209954956494.861
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_August,-12361744490110.352
CHANNEL_MONTH_paid social_November,-12651535065099.467
MONTH_February,-13492008592859.85
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_September,-14387114846047.447
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_May,-16092826725488.88
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_December,-16343558077462.992
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_display_November,-16926158546402.457
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_August,-18361172122673.03
CHANNEL_MONTH_ott_September,-19005480319519.605
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_September,-20846902845694.83
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_December,-22318573017085.133
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_November,-24402586974508.08
CHANNEL_MONTH_youtube_March,-26097169108824.938
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_August,-28351063267707.832
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_February,-28581080372883.266
CAMPAIGN_TYPE_CHANNEL_Title_youtube,-29597937488436.25
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_June,-30835319827416.547
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_May,-31717094437626.76
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_bvod_December,-31756254488556.195
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_ott_May,-32673675006577.094
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_October,-32928788502715.47
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_April,-33622678081701.906
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_February,-34105819156769.484
MONTH_November,-35198666260643.55
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_October,-36475023005512.58
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_July,-36920259722621.17
CHANNEL_MONTH_youtube_November,-39275334909841.82
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_June,-40621919014245.81
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_display_November,-42033905609195.695
CHANNEL_MONTH_display_April,-42110607770892.4
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_February,-45084996317933.484
CAMPAIGN_TYPE_CHANNEL_Brand_ctv,-45254718662979.05
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_January,-46723081942303.27
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_November,-47574297391038.23
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_July,-48399366208451.195
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_March,-48425069110168.26
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_June,-49787692553981.88
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_January,-49937801947132.42
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_September,-50397673981725.55
CHANNEL_MONTH_youtube_August,-50826780614130.01
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_January,-51777235609632.33
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_January,-54067777188308.97
CAMPAIGN_TYPE_CHANNEL_Launch_print,-54422403403981.76
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_display_September,-54767839202782.3
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_July,-54813993242395.28
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_July,-56554486385380.41
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_June,-57031648142245.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_December,-58091051486484.36
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_June,-60680250800343.125
CHANNEL_MONTH_ott_April,-61181501613376.96
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_December,-61827977609887.27
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_September,-61950010497598.14
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_August,-62453303884555.55
ATL_OR_DR_MONTH_ATL - Above The Line_February,-64427826225213.664
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_April,-64750943233235.61
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_March,-64895225761159.46
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_September,-65429781830691.2
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_October,-65901451040661.945
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_youtube_July,-66737092248653.55
CAMPAIGN_TYPE_CHANNEL_Launch_radio,-68378082638074.3
CAMPAIGN_TYPE_CHANNEL_Title_app,-69136188628143.05
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_paid social_January,-71677630130874.53
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_November,-73516180816877.23
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ott_April,-74684731718767.28
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_October,-77279402150523.4
AVG_FREE_TRIALS_BY_CHANNEL_MONTH,-77667129107555.44
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_youtube_August,-79741015266681.45
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_September,-80570885903034.64
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_paid social_November,-83602195190093.23
CAMPAIGN_TYPE_CHANNEL_Title_cinema,-84345958960292.27
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_September,-88004832290640.03
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_September,-88993643230592.84
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_March,-89307954216475.69
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_October,-89814813362798.1
CHANNEL_ott,-90065608111006.22
ATL_OR_DR_MONTH_ATL - Above The Line_March,-91433934266104.5
CHANNEL_ctv,-91484077053822.47
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_youtube_October,-92890018401570.33
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_ott_May,-92945899105507.9
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_March,-93655800725321.39
MONTH_August,-94468586798154.56
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_January,-96165827686731.31
CHANNEL_MONTH_tv_November,-97608047982322.12
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Brand_March,-97722327790863.03
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_April,-97982042993287.5
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_paid social_November,-101635707887102.98
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_youtube_June,-102126541941069.31
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_olv_August,-105519787211699.4
CAMPAIGN_TYPE_CHANNEL_Title_olv,-106165076647054.97
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_October,-109637790106355.78
ATL_OR_DR_MONTH_DR - Direct Response_October,-110149165573673.31
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_ott_March,-112397005067996.16
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_April,-114019733863513.17
ATL_OR_DR_MONTH_ATL - Above The Line_December,-114944779117995.25
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_August,-116264083852536.03
CAMPAIGN_TYPE_Title,-118142387598327.64
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_DR - Direct Response_Title_June,-119463360412035.78
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_display_May,-124156879772650.2
CHANNEL_display,-124163267333809.9
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_November,-126479102826230.73
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_March,-128038659046920.17
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_display_September,-128148908994901.69
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_November,-128542886483640.25
ATL_OR_DR_MONTH_ATL - Above The Line_October,-131921340420409.3
CAMPAIGN_TYPE_CHANNEL_MONTH_Brand_ott_April,-133646233273963.73
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_paid social_February,-136854147436233.1
MONTH_July,-140928472358338.56
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_December,-141862517648460.06
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_display_September,-143112029087789.22
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_September,-144299773811039.72
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_October,-144629170244005.84
CAMPAIGN_TYPE_CHANNEL_Title_tv,-145028783504409.97
CHANNEL_print,-147180046876854.5
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_July,-147649724707460.03
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Title_August,-147670967675798.47
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_ooh_July,-150708937825215.84
CAMPAIGN_TYPE_CHANNEL_Title_print,-150815863988896.38
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_youtube_June,-153094859596969.88
CAMPAIGN_TYPE_CHANNEL_MONTH_Title_ott_March,-156387086536297.8
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Title_paid social_October,-160830601549105.28
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_March,-161352797447063.9
CAMPAIGN_TYPE_MONTH_Title_June,-161659660480732.8
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_youtube_January,-165920449510261.56
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_May,-169220572783397.16
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_youtube_January,-170517808211783.12
CAMPAIGN_TYPE_CHANNEL_Launch_tv,-173767815771176.0
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_partnership_May,-176948353203207.6
CHANNEL_MONTH_display_September,-177129157847234.66
ATL_OR_DR_CAMPAIGN_TYPE_MONTH_ATL - Above The Line_Brand_January,-178422661038945.5
ATL_OR_DR_MONTH_DR - Direct Response_November,-180008951470550.12
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_ott_November,-180882504408504.2
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_display_April,-185884543928548.78
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_July,-196725961077033.4
CHANNEL_online display,-201555303134882.34
CAMPAIGN_TYPE_CHANNEL_Brand_paid social,-204499115551862.78
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_March,-205339957271121.03
CHANNEL_MONTH_ott_March,-205355846648964.12
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_app_April,-208763749170174.12
MEDIAN_FREE_TRIALS_MONTH,-209410730850649.4
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_DR - Direct Response_Brand_paid social_January,-209770256353802.66
ATL_OR_DR_CHANNEL_MONTH_DR - Direct Response_youtube_September,-209947963142845.28
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Brand_ott_March,-212919758862996.12
CAMPAIGN_TYPE_CHANNEL_Brand_bvod,-220159979817658.6
CAMPAIGN_TYPE_CHANNEL_Brand_ott,-220308979646522.97
CAMPAIGN_TYPE_CHANNEL_Launch_paid social,-236440496503053.47
CHANNEL_tv,-236789433888801.22
ATL_OR_DR_CAMPAIGN_TYPE_CHANNEL_MONTH_ATL - Above The Line_Title_paid social_July,-239836970106081.9
ATL_OR_DR_CHANNEL_MONTH_ATL - Above The Line_paid social_November,-242979584718918.72
CAMPAIGN_TYPE_CHANNEL_Title_partnership,-250081447752639.2
